City,Population_Density_per_km2,Industrial_Activity_Level,Plastic_Waste_per_day_tonnes,Nearby_Water_Body,Wastewater_Treatment_Quality,Waste_Disposal_Regulation,Plastic_Recycling_Effort,Proximity_to_Ecosensitive_Zone,Uncollected_Plastic_Waste_tonnes_per_day,Annual_Rainfall_mm,Surface_Water_pH,Plastic_Bottle_Usage_per_1000_people,Wastewater_Discharge_MLD,Distance_to_Nearest_Water_Body_km,Microplastic_Risk_Level
City_470,9040,Low,669,Yes,Average,Partially Regulated,High,No,200,1357,8.14477620076913,1916,43,18.41151724602785,Low
City_471,14377,Medium,638,No,Poor,Unregulated,Low,No,246,822,6.9286001965245285,5000,500,15.258228117950253,Low
City_472,17546,High,536,No,Average,Well Regulated,Low,Yes,153,1632,6.420557544785661,4407,243,9.067708910005624,Medium
City_473,23926,Low,174,No,Good,Unregulated,High,No,132,1223,7.4652361494777395,960,361,16.133230555571963,Low
City_474,20634,Medium,339,No,Average,Well Regulated,High,No,173,1612,7.277270184127388,2915,151,14.462085476862267,Low
City_475,26000,Low,664,No,Good,Partially Regulated,High,Yes,87,968,7.471077904202955,1802,308,20.0052641337443,Low
City_476,9078,Medium,436,No,Average,Well Regulated,Moderate,No,300,1663,7.352841439343003,1264,87,18.918716086541686,Low
City_477,20052,Low,800,Yes,Average,Partially Regulated,Low,Yes,19,1379,7.579572860507077,833,327,13.821508341932033,Medium
City_478,15440,Low,490,No,Average,Partially Regulated,Low,Yes,176,1319,8.257658739508955,3179,217,7.48650344674914,Low
City_479,26000,High,447,No,Poor,Well Regulated,Low,No,300,1232,7.624147792011335,1705,269,9.154726658432843,Low
City_480,8804,Low,340,Yes,Average,Well Regulated,Moderate,Yes,160,1100,6.458468831697506,3888,361,9.859160661207675,Low
City_481,8593,High,435,Yes,Poor,Unregulated,Moderate,No,143,1495,8.196597128055638,3922,97,11.460602292593505,Low
City_482,10202,High,374,No,Average,Partially Regulated,High,Yes,128,1206,8.396947791180814,4426,172,15.443783659480236,Low
City_483,2000,Low,557,Yes,Average,Well Regulated,High,Yes,144,632,8.5,1479,328,18.496971830643034,Low
City_484,10695,Low,610,Yes,Good,Unregulated,Low,Yes,279,864,6.405264342230925,3236,500,13.264335754027094,Low
City_485,9133,High,239,No,Good,Well Regulated,High,No,10,1117,7.389809073887937,3444,247,13.723508193264223,Low
City_486,15220,Medium,123,No,Poor,Well Regulated,Low,Yes,293,1252,6.0,1979,346,14.59196780655449,Low
City_487,16501,Medium,50,Yes,Poor,Well Regulated,Low,No,35,1152,7.6133726251368135,1585,251,10.090538038959936,Low
City_488,26000,High,514,Yes,Poor,Unregulated,Low,No,136,1500,6.819793283599399,4737,500,7.294354429994219,Low
City_489,20574,Low,171,Yes,Good,Unregulated,Low,Yes,122,636,8.5,2908,26,1.6263837084703603,Low
City_490,10352,Medium,50,No,Good,Well Regulated,Low,No,211,1207,6.656649782269352,3449,278,8.86656919893353,Low
City_491,8200,Low,489,No,Good,Partially Regulated,Moderate,Yes,20,673,6.0,1519,43,16.84427604823441,Low
City_492,17506,Low,800,No,Poor,Unregulated,High,No,200,1375,6.875230059239159,993,20,8.813565797838269,Low
City_493,5377,Low,405,No,Good,Partially Regulated,Low,Yes,300,1142,6.0,1853,306,11.989533478585496,Low
City_494,26000,Medium,585,No,Good,Partially Regulated,High,No,40,1282,7.756006070495345,2443,285,16.798428333759947,Low
City_495,22107,Medium,424,Yes,Average,Partially Regulated,High,No,176,933,6.0,1198,226,17.16893078010265,Low
City_496,11073,Medium,385,No,Average,Unregulated,Low,No,102,1516,7.235305161594136,2594,251,6.24180462429339,Low
City_497,2748,High,602,Yes,Poor,Well Regulated,High,Yes,197,1452,6.0,500,500,20.421824705733936,Low
City_498,23275,Low,344,Yes,Average,Unregulated,High,No,161,1327,6.984008837602911,1124,230,21.311515614379793,Low
City_499,13447,Medium,463,No,Good,Unregulated,High,Yes,103,1133,8.39893910262293,3495,335,5.898214708506816,Low
City_500,22498,High,475,Yes,Average,Partially Regulated,Low,No,202,1326,7.474665490495439,3406,176,7.987825895054396,Medium
City_501,3542,Medium,264,No,Poor,Well Regulated,Low,No,300,975,6.59260812109965,2088,306,21.746768571702574,Low
City_502,10202,Medium,617,Yes,Average,Unregulated,High,No,143,1401,7.1923162696056755,1260,233,12.610610009848498,Low
City_503,14248,High,369,No,Poor,Well Regulated,Low,No,222,1617,7.227782089739619,1247,209,1.0,Low
City_504,14528,Medium,245,No,Average,Well Regulated,High,Yes,47,1460,7.555354650566953,2113,500,4.055667980036809,Low
City_505,11201,Low,520,Yes,Poor,Partially Regulated,Low,Yes,76,969,6.229907734034821,3460,427,11.910578291448221,Low
City_506,18382,Medium,215,No,Poor,Partially Regulated,Low,No,201,1266,7.641775420975934,3836,284,5.671557558257545,Low
City_507,7068,Low,412,Yes,Average,Unregulated,Low,Yes,289,816,6.0,1950,20,10.79033375452548,Low
City_508,13260,Low,404,No,Good,Well Regulated,Moderate,Yes,191,1324,6.760935546491441,1080,216,13.834617704029212,Low
City_509,15018,Medium,637,No,Average,Well Regulated,Moderate,No,132,1291,6.862973399656901,2962,500,23.59841273544403,Low
City_510,17656,Medium,507,No,Average,Well Regulated,High,No,159,659,7.6711447900546545,1517,234,11.630034008474505,Medium
City_511,18976,High,401,No,Poor,Unregulated,Moderate,No,50,851,7.231106701829842,1921,417,20.937256938784998,Low
City_512,6686,Low,580,No,Good,Well Regulated,High,No,212,1091,6.202018999233617,4361,463,23.369695773983697,Low
City_513,3946,High,702,Yes,Good,Partially Regulated,Moderate,No,237,1086,6.505061421587592,3702,295,23.407590611904446,Low
City_514,22765,Low,525,Yes,Average,Partially Regulated,High,No,120,838,7.357959240241578,2816,150,15.557848137544426,Medium
City_515,16437,Low,408,Yes,Good,Well Regulated,Low,Yes,118,1274,7.157827883806549,923,20,1.0,Low
City_516,9204,Low,127,Yes,Poor,Well Regulated,High,No,183,1236,6.797511075312029,2887,359,16.760144853577906,Low
City_517,24595,Low,180,No,Good,Partially Regulated,High,No,121,1115,6.86833434325969,4014,154,20.772403775930446,Low
City_518,14988,High,341,Yes,Poor,Partially Regulated,Moderate,No,154,962,7.716425109546031,2110,290,13.059832872931482,Low
City_519,22106,High,276,No,Poor,Partially Regulated,Moderate,No,300,1454,6.8417756802433605,4395,94,25.0,Low
City_520,14665,High,366,Yes,Average,Partially Regulated,Low,No,138,1619,7.151325694779936,4318,229,19.48477769163137,Low
City_521,26000,Low,418,No,Average,Partially Regulated,Low,Yes,128,1036,8.5,4809,270,17.49385754304876,Low
City_522,25962,Medium,519,Yes,Poor,Well Regulated,Moderate,No,103,1001,6.188962900909283,3011,302,21.031756014745984,Low
City_523,12547,High,391,Yes,Good,Well Regulated,High,Yes,225,1302,6.0,3384,113,15.889817664385003,Low
City_524,20716,Medium,510,Yes,Average,Well Regulated,High,No,144,1070,7.779416950287362,4479,429,1.0,Medium
City_525,18533,Medium,420,Yes,Average,Well Regulated,High,Yes,103,1130,6.725802514689833,3199,184,10.205027221801242,Low
City_526,23373,Medium,50,Yes,Good,Unregulated,Low,Yes,275,1369,6.985493373773366,1944,36,21.788267745707792,Low
City_527,7755,Medium,206,Yes,Poor,Well Regulated,High,No,284,648,6.6519363588221045,2013,250,8.098758573215836,Low
City_528,18805,Medium,375,No,Average,Well Regulated,High,Yes,107,1527,7.027600538656823,2923,270,12.08741690194342,Low
City_529,21297,High,149,No,Average,Unregulated,High,No,10,1188,8.366629528024625,899,287,6.478730105995157,Low
City_530,2442,Low,534,No,Poor,Well Regulated,High,Yes,248,1056,7.792775111706029,2417,452,25.0,Low
City_531,6294,Medium,732,No,Poor,Unregulated,Moderate,No,100,1144,7.83607671103575,4058,233,25.0,Low
City_532,2000,Low,665,No,Good,Well Regulated,High,Yes,229,1158,6.1943350333498755,500,249,7.577896914496696,Low
City_533,12410,Medium,361,No,Poor,Well Regulated,Low,Yes,10,696,6.385334092979097,4638,114,14.619225118096546,Low
City_534,19016,High,723,No,Good,Unregulated,Low,Yes,237,1575,6.0,4093,378,8.966643057283278,Low
City_535,24268,Medium,438,Yes,Poor,Well Regulated,Low,No,54,1179,6.631599185402378,1998,291,17.812552483691213,Low
City_536,14709,Low,334,Yes,Good,Partially Regulated,High,No,223,1289,7.904154211385755,3326,208,17.093773392747472,Low
City_537,25113,Low,276,No,Average,Well Regulated,High,Yes,161,1427,7.587286746948786,2611,20,19.156135476862854,Low
City_538,4977,Low,342,No,Poor,Unregulated,High,Yes,76,890,7.0551882177180385,4235,463,15.879906748104833,Low
City_539,2813,Medium,324,No,Good,Partially Regulated,Low,Yes,124,1297,7.19873149023135,3908,97,25.0,Low
City_540,13842,Medium,442,No,Poor,Unregulated,High,No,219,1095,6.718422276276517,754,184,6.594217529055954,Low
City_541,16784,Low,440,Yes,Good,Well Regulated,Low,Yes,169,1399,7.362339383071952,3384,315,1.9325366043828858,Low
City_542,13995,Medium,407,No,Poor,Partially Regulated,Low,No,211,588,7.766654979561039,2335,102,10.929181636554782,Low
City_543,2000,Low,499,No,Poor,Well Regulated,Low,Yes,300,1141,6.050469852598386,2717,61,2.9063844382461497,Low
City_544,13617,High,659,Yes,Average,Partially Regulated,Low,No,23,1004,7.430711683458544,1643,20,3.4221140693142917,Low
City_545,5483,High,608,Yes,Poor,Well Regulated,Low,No,300,1286,7.886667632806673,4921,364,6.775917972748357,Low
City_546,18695,High,90,No,Good,Well Regulated,Moderate,Yes,169,1296,6.915698735975369,3984,191,7.316228536280479,Low
City_547,16667,Low,50,Yes,Poor,Unregulated,High,No,81,975,7.7196910934547525,1628,500,7.094785608801704,Low
City_548,7923,Low,605,No,Good,Unregulated,Moderate,Yes,43,974,8.5,840,129,17.152060644779876,Low
City_549,10774,Medium,115,No,Poor,Well Regulated,Moderate,Yes,143,1138,7.139615611783412,2097,139,10.156885513717357,Low
City_550,7124,Medium,358,No,Good,Well Regulated,Low,No,240,924,7.498198106274921,3182,188,12.387583845033763,Low
City_551,13794,High,157,No,Average,Well Regulated,High,No,148,1397,6.682991633408053,2925,299,19.719672886545293,Low
City_552,20606,High,50,No,Average,Unregulated,Low,Yes,292,1067,7.345400853050698,4266,201,8.380562881014649,Low
City_553,7616,High,521,No,Good,Unregulated,High,No,33,400,7.546449551896666,3653,349,11.806947033199565,Low
City_554,17587,Low,568,Yes,Poor,Well Regulated,High,Yes,158,1066,7.355194000702463,3890,131,16.110993858946646,Low
City_555,10664,High,283,Yes,Good,Partially Regulated,High,Yes,50,885,6.480056693011281,3040,76,1.0,Low
City_556,8907,High,50,No,Poor,Unregulated,High,No,191,724,7.363494347585123,768,20,1.0,Low
City_557,13497,Medium,290,No,Average,Unregulated,Low,No,237,831,8.268387928387881,2348,20,15.97686387726679,Low
City_558,7285,Medium,489,Yes,Good,Well Regulated,Moderate,No,123,1198,7.538065311590263,4010,194,16.973121927990686,Low
City_559,10508,High,91,No,Average,Well Regulated,High,Yes,10,1530,7.907961609078717,2539,224,25.0,Low
City_560,6196,Low,445,Yes,Poor,Unregulated,Moderate,No,177,1253,7.044020596312327,3273,179,14.692951635250692,Low
City_561,26000,Low,403,Yes,Poor,Partially Regulated,Moderate,No,198,1003,7.7551419738977785,2185,436,19.210996679802946,Low
City_562,14449,Medium,529,No,Good,Partially Regulated,Moderate,Yes,195,1292,7.416026945952235,1244,434,12.27861409455552,Low
City_563,9530,Low,432,No,Average,Unregulated,Moderate,Yes,267,1043,6.529619553765395,2444,220,15.64301754037825,Low
City_564,15645,High,199,No,Average,Unregulated,Low,No,66,979,7.444310886132257,3016,20,24.99827152113621,Low
City_565,13462,Medium,661,No,Good,Well Regulated,High,No,219,853,6.500231175428112,1739,188,1.0,Low
City_566,12734,Low,372,No,Good,Unregulated,Low,Yes,264,691,6.7587769732104395,2295,183,16.43778064345588,Low
City_567,18324,High,400,Yes,Poor,Unregulated,Low,Yes,10,1062,7.351220854266836,1364,175,25.0,Low
City_568,19283,Low,208,No,Average,Well Regulated,Moderate,Yes,187,1211,7.428979898824219,4088,170,15.539272049139687,Low
City_569,10663,Low,312,No,Poor,Unregulated,Moderate,Yes,115,1142,6.357896396266094,2217,176,24.88434557485705,Low
City_570,10360,Low,218,Yes,Poor,Well Regulated,Low,Yes,152,1055,7.974251353821131,4530,212,9.316821750896143,Low
City_571,12372,High,369,No,Good,Partially Regulated,Low,Yes,190,910,7.626960158444973,4630,178,13.39456352892253,Low
City_572,2000,Low,770,No,Good,Unregulated,High,Yes,117,1334,6.707006651043992,2500,294,13.842323594686164,Low
City_573,4072,High,114,No,Average,Well Regulated,High,Yes,100,809,6.106890493814167,1272,315,1.0,Low
City_574,23362,Medium,63,No,Good,Well Regulated,Low,Yes,162,1379,7.110388743446918,500,141,5.636491973064799,Low
City_575,25223,High,719,Yes,Poor,Unregulated,Low,No,65,895,6.893474450377264,659,440,6.123383140678726,Low
City_576,12547,High,362,No,Good,Well Regulated,Moderate,No,65,963,7.296323560972201,789,131,19.226882245761058,Low
City_577,18072,Medium,264,Yes,Poor,Well Regulated,Low,Yes,219,768,6.953155633017597,4432,44,19.568901759737,Low
City_578,16296,Medium,627,No,Good,Unregulated,Moderate,No,59,1031,6.0,2760,318,15.826084438294902,Low
City_579,26000,Medium,277,No,Average,Unregulated,Low,Yes,218,1434,6.934975911185112,3123,153,19.240790673084938,Low
City_580,21706,Low,795,No,Good,Well Regulated,Moderate,No,200,1308,6.994585596731582,500,309,12.492504930140033,Low
City_581,13357,High,550,Yes,Good,Partially Regulated,High,Yes,10,1434,7.671385597534453,1021,20,21.820796300460415,Low
City_582,7818,Medium,302,No,Good,Well Regulated,Moderate,No,100,1310,6.71171096159131,3781,456,13.673411923617016,Low
City_583,3462,Medium,800,No,Average,Well Regulated,Low,Yes,264,867,8.424372072199104,2987,358,14.008524931654367,Low
City_584,15575,High,277,No,Good,Well Regulated,High,Yes,74,1078,6.0,2412,60,11.799799401138557,Low
City_585,9151,Medium,564,No,Average,Unregulated,High,No,119,955,8.159564112114085,3355,63,18.287173443505033,Low
City_586,4694,High,470,No,Average,Unregulated,Moderate,Yes,200,1530,7.053166559797153,4772,494,10.737241814941552,Low
City_587,9886,Medium,683,Yes,Good,Well Regulated,High,No,228,842,7.834175434540102,2314,164,20.280966448214997,Low
City_588,6975,Medium,738,No,Average,Partially Regulated,Low,No,138,1411,7.272301103679345,2699,151,5.882514039867405,Low
City_589,25505,Medium,413,Yes,Poor,Unregulated,High,No,107,1411,8.035908802652656,2862,20,6.109444964829628,Low
City_590,20114,Medium,246,No,Good,Partially Regulated,Low,No,284,1666,6.935685635801053,5000,217,18.30749696894351,Low
City_591,14160,Medium,504,Yes,Poor,Partially Regulated,Moderate,Yes,300,1056,6.423187065509949,500,234,13.008775396444799,Low
City_592,24118,High,262,Yes,Good,Well Regulated,Low,No,245,1362,8.238346933528335,3511,363,10.514000238636646,Low
City_593,14731,Low,800,No,Poor,Unregulated,Low,Yes,167,1789,7.133031315351662,2455,74,19.69116359159737,Low
City_594,8449,High,435,Yes,Average,Well Regulated,Moderate,No,89,1000,7.374444358913509,3357,57,9.466712455530974,Low
City_595,24407,Low,328,Yes,Poor,Partially Regulated,Moderate,Yes,87,750,8.104502725020799,1737,327,12.246324753100263,Low
City_596,17820,Medium,445,No,Good,Well Regulated,Moderate,No,205,656,6.471222783761235,2542,403,23.168034919732452,Low
City_597,7271,Low,120,No,Poor,Partially Regulated,Low,Yes,196,1362,7.643882043387307,3549,50,24.123441057265524,Low
City_598,12939,Low,199,Yes,Good,Well Regulated,High,Yes,282,655,6.789750266259337,5000,414,24.35052889083557,Low
City_599,8353,Low,662,Yes,Average,Well Regulated,Low,Yes,216,1066,7.119565131729308,3677,271,11.686902748489048,Low
City_600,4959,Medium,266,No,Poor,Partially Regulated,Low,No,28,1287,7.266880739242128,1484,415,22.017260822807877,Low
City_601,20412,High,183,Yes,Average,Well Regulated,High,Yes,251,1218,6.133812424210188,2046,256,7.133470961335248,Low
City_602,26000,Low,520,No,Good,Partially Regulated,High,No,72,1284,6.653607560075309,2007,20,7.420609271952818,Low
City_603,4853,High,658,Yes,Average,Well Regulated,High,No,126,1228,8.188318016379519,500,245,1.0,Low
City_604,17981,Medium,559,Yes,Good,Well Regulated,Low,No,181,1516,7.853346663831865,2170,411,25.0,Low
City_605,9859,High,618,Yes,Poor,Well Regulated,Moderate,No,300,908,7.169664939257612,3577,143,7.713709363097239,Low
City_606,10953,Medium,245,No,Good,Well Regulated,High,No,300,983,7.389983047780686,920,212,12.749371658603874,Low
City_607,10249,High,104,Yes,Poor,Unregulated,Low,Yes,213,957,7.002783030352925,3995,241,7.397245766354152,Low
City_608,8431,High,726,No,Good,Partially Regulated,Moderate,No,144,1394,8.19228861237668,3253,20,18.360339307738855,Low
City_609,14538,Medium,337,No,Good,Partially Regulated,High,No,206,1413,7.070435587682967,1635,494,11.048383705453926,Low
City_610,8652,High,353,No,Poor,Unregulated,Low,No,237,1291,7.38185423883183,2420,142,4.703451464056778,Low
City_611,16023,Low,689,No,Poor,Well Regulated,Moderate,Yes,131,1490,8.040574093242007,4723,335,16.629294985728457,Low
City_612,13877,High,524,No,Poor,Partially Regulated,Moderate,Yes,300,847,6.654663570524681,3578,254,3.823167493692498,Low
City_613,12614,Low,503,No,Average,Well Regulated,High,No,180,1622,8.337988366347025,2619,438,7.895170897532199,Low
City_614,8139,Low,800,Yes,Good,Unregulated,High,Yes,203,1583,6.112023262989446,2292,321,1.0,Low
City_615,10353,Low,269,Yes,Average,Unregulated,High,Yes,218,1368,8.389041585186284,2708,233,3.8898950468952354,Low
City_616,19269,High,604,Yes,Good,Well Regulated,Low,No,196,1653,6.946267933906957,1930,143,14.832487311052766,Low
City_617,17566,Low,418,Yes,Good,Unregulated,Moderate,No,233,717,7.039922978273468,500,375,1.0,Low
City_618,7671,Medium,463,No,Poor,Well Regulated,Low,Yes,106,1025,6.0,5000,20,3.4993891549741036,Low
City_619,14878,Medium,731,Yes,Poor,Partially Regulated,Low,Yes,111,968,6.887096843784186,2813,354,13.597223844568507,Low
City_620,19242,Low,514,Yes,Good,Well Regulated,High,No,63,1364,6.46556552331995,3134,115,9.901377643847168,Low
City_621,3040,Low,521,No,Average,Partially Regulated,Low,No,198,882,6.776959326761656,2530,437,25.0,Low
City_622,17850,High,634,No,Poor,Partially Regulated,Low,No,228,1374,7.1158603352398035,1634,288,25.0,Low
City_623,9779,High,328,No,Average,Well Regulated,Moderate,Yes,200,1541,7.9049384802127145,2361,354,7.686787206279993,Low
City_624,18032,High,228,No,Good,Well Regulated,Low,Yes,300,1357,7.364388970353997,500,277,17.417816959812562,Low
City_625,9105,High,184,No,Average,Unregulated,Low,No,159,1245,7.436496969117895,5000,25,18.729879614592278,Low
City_626,2134,High,50,Yes,Good,Unregulated,High,No,218,899,6.425421522848147,973,148,9.533512687577815,Low
City_627,3321,Low,800,Yes,Poor,Unregulated,High,Yes,64,937,6.580171047674009,1241,358,3.401087282969618,Low
City_628,14535,Low,171,No,Average,Partially Regulated,High,Yes,126,1508,8.5,2024,288,13.5294199785808,Low
City_629,15952,Medium,359,No,Good,Well Regulated,High,Yes,220,1380,6.6850495646074855,4312,427,12.433122461790711,Low
City_630,8161,High,347,Yes,Average,Well Regulated,Low,Yes,234,1157,8.408183851684276,2626,321,10.637779995179931,Low
City_631,18487,Medium,472,No,Poor,Partially Regulated,High,Yes,134,1054,7.039661813509784,971,133,16.633762903654237,Low
City_632,3093,Medium,580,Yes,Poor,Unregulated,High,No,153,616,7.216448576526504,4267,156,8.487039196524114,Low
City_633,13771,Low,589,No,Average,Well Regulated,Moderate,No,27,876,7.986053552225184,3575,280,5.746979096253725,Low
City_634,6108,High,282,Yes,Average,Unregulated,Low,No,128,1689,8.131264385161563,3320,20,14.358273598043581,Low
City_635,9851,High,371,No,Good,Well Regulated,Low,Yes,237,819,7.134953809258838,3554,495,16.24899867014049,Low
City_636,14531,High,466,No,Good,Partially Regulated,Low,No,210,1220,6.935050765550968,5000,326,5.578674229590451,Low
City_637,8455,High,353,No,Poor,Well Regulated,Low,No,203,1442,7.174506419671285,5000,434,19.95087128907784,Low
City_638,11640,Medium,748,Yes,Average,Partially Regulated,Moderate,No,164,826,7.458315908247866,1698,49,1.5236608671713228,Low
City_639,20948,High,511,Yes,Average,Well Regulated,High,No,160,1218,7.857030483718317,4756,436,9.665749411737472,Medium
City_640,10352,High,562,No,Poor,Unregulated,Moderate,Yes,102,1423,7.217847832548988,3114,500,11.85158744514262,Low
City_641,19806,Medium,547,Yes,Average,Unregulated,Moderate,No,221,1171,7.660739641450322,3268,84,9.268943257725235,Medium
City_642,6652,Medium,656,Yes,Poor,Well Regulated,Moderate,No,196,1800,8.395323068468732,500,371,9.754881784952765,Low
City_643,17759,Low,445,Yes,Average,Partially Regulated,High,Yes,202,713,7.489553330810626,2381,266,25.0,Low
City_644,23862,Medium,130,Yes,Average,Unregulated,Low,No,114,1456,7.439362029095917,1531,54,7.803133824740755,Low
City_645,2000,Low,491,No,Poor,Unregulated,High,Yes,10,1121,6.120346057653492,3703,333,25.0,Low
City_646,8880,High,268,No,Good,Unregulated,Low,Yes,255,1378,6.0,4025,380,16.59832235933116,Low
City_647,18076,Low,294,Yes,Poor,Well Regulated,Low,Yes,118,1288,7.494644834170863,500,183,14.241998956629761,Low
City_648,12854,Low,531,Yes,Average,Well Regulated,High,Yes,84,968,7.14647422863737,2578,425,16.86540958888229,Low
City_649,16697,Medium,670,Yes,Good,Partially Regulated,Low,No,220,1230,6.8438724124777295,4092,37,25.0,Low
City_650,10171,High,411,Yes,Poor,Well Regulated,Low,Yes,125,662,7.390276129111392,2360,61,6.828645299464988,Low
City_651,14793,Low,472,No,Average,Unregulated,Low,No,252,1332,7.171275983672007,3572,284,5.962620745326626,Low
City_652,13171,Low,768,Yes,Poor,Well Regulated,Moderate,No,213,1249,8.027424099465229,3072,269,8.458792474382111,Low
City_653,22029,Low,457,No,Good,Unregulated,Moderate,No,219,1342,7.276847341876921,3059,167,13.832889636697203,Low
City_654,15916,High,800,Yes,Good,Well Regulated,High,No,40,1456,6.676603075946229,2248,376,1.8289634099779235,Low
City_655,16473,Low,526,No,Good,Unregulated,Low,Yes,265,1268,7.928266074443935,997,338,13.765943605252442,Low
City_656,11457,Medium,50,No,Good,Unregulated,High,No,182,1208,7.058345811211982,1123,383,25.0,Low
City_657,10950,Low,566,No,Average,Unregulated,Low,Yes,127,928,7.594196959792582,3546,249,14.647286109475948,Low
City_658,11318,Low,487,No,Good,Partially Regulated,Moderate,No,172,974,6.870800852136822,2633,348,11.614795907878431,Low
City_659,16853,High,681,No,Good,Well Regulated,Moderate,No,10,1491,6.74656606228134,2424,204,9.392288344326108,Low
City_660,11396,High,549,Yes,Good,Unregulated,Low,Yes,195,1559,7.275447570499474,2046,500,19.748891581382512,Low
City_661,16153,Low,377,Yes,Poor,Well Regulated,High,No,70,1103,7.224043702309194,2203,154,7.974196857553874,Low
City_662,26000,Medium,146,No,Good,Unregulated,High,Yes,41,1180,7.56054023822006,3993,500,25.0,Low
City_663,20044,Medium,362,Yes,Poor,Well Regulated,Low,No,27,921,7.02122681654003,2163,270,25.0,Low
City_664,12031,Low,225,Yes,Average,Well Regulated,High,No,257,1487,6.0,832,77,15.366624087925315,Low
City_665,22253,Low,283,No,Good,Well Regulated,Low,No,105,1349,6.902963995401222,3591,453,13.534769164591582,Low
City_666,11482,Medium,531,No,Poor,Well Regulated,High,Yes,293,1697,7.786787332318534,2336,283,20.651265555564944,Low
City_667,2000,Low,761,Yes,Good,Well Regulated,Low,No,113,929,7.000525128222807,2649,382,21.089236942022218,Low
City_668,7466,Low,490,Yes,Good,Unregulated,High,No,10,1065,7.037267993672503,4735,433,8.109681511383297,Low
City_669,2000,High,152,No,Average,Well Regulated,Moderate,No,62,1231,7.925535375437668,2580,312,10.017815690826904,High
City_670,11861,Medium,501,Yes,Good,Partially Regulated,Moderate,Yes,267,1344,6.701786403317991,2990,184,4.583744056662756,Low
City_671,14337,Low,661,No,Average,Unregulated,Low,Yes,146,1109,6.103130350551886,1047,399,16.406701937719312,Low
City_672,25433,Medium,276,No,Poor,Partially Regulated,High,Yes,112,930,7.099056956284589,2316,266,18.16547177173714,Low
City_673,16401,Medium,378,No,Average,Well Regulated,Low,No,173,1408,6.865927583678756,3414,359,4.395426161001524,Low
City_674,12747,High,409,No,Poor,Unregulated,High,Yes,203,1364,6.518569466605095,548,20,10.505072045888413,Low
City_675,19764,Medium,239,Yes,Poor,Unregulated,Low,Yes,257,918,7.088430736386658,2873,327,4.413670016036738,Low
City_676,2000,Medium,544,Yes,Good,Unregulated,Moderate,Yes,286,1537,7.568955283133832,2740,178,7.475941087484761,Low
City_677,15790,Low,380,No,Good,Well Regulated,Low,Yes,128,1487,7.208107110161638,2662,492,17.376022698280703,Low
City_678,19373,High,495,No,Poor,Partially Regulated,Low,Yes,44,1204,7.435995767175661,3980,351,8.604814110241723,Low
City_679,4317,High,217,Yes,Poor,Partially Regulated,Low,No,123,1190,8.5,3050,298,11.559208483798571,Low
City_680,21868,Low,313,Yes,Average,Partially Regulated,Moderate,Yes,182,1319,6.96773801612303,4563,332,2.5012938843775707,Low
City_681,16479,Low,560,Yes,Good,Well Regulated,Moderate,Yes,75,933,7.415364612155926,1292,129,14.89026356421948,Low
City_682,11434,Low,327,Yes,Good,Well Regulated,Low,No,76,1176,6.847885390540227,2787,488,13.311079418297322,Low
City_683,18448,High,774,No,Average,Well Regulated,High,No,190,582,6.604953972983466,2719,500,8.635698185885571,Medium
City_684,26000,Medium,321,Yes,Good,Well Regulated,Low,Yes,155,1407,6.793343732378915,1192,319,12.322714941233254,Low
City_685,15431,High,454,No,Poor,Partially Regulated,High,No,162,743,6.869829645336142,3873,483,14.84454447579438,Low
City_686,15875,High,605,No,Good,Well Regulated,Low,Yes,93,1577,7.473820936123935,5000,187,8.049068848559664,Low
City_687,11139,Low,104,No,Poor,Partially Regulated,Low,No,139,1078,8.5,2584,156,3.5327339777874496,Low
City_688,8526,Low,50,No,Good,Partially Regulated,High,No,79,1110,6.698853606848866,3275,271,25.0,Low
City_689,19771,High,82,Yes,Good,Partially Regulated,High,No,237,997,6.914599882468332,2719,325,9.289094229928393,Low
City_690,8484,High,675,Yes,Average,Well Regulated,Low,No,250,1089,7.1693165987290275,1662,211,12.952673160817474,Low
City_691,14692,High,289,No,Poor,Well Regulated,Moderate,No,10,1554,7.49999357633843,500,339,20.515924088363878,Low
City_692,11016,Medium,800,No,Poor,Unregulated,Low,No,78,490,7.404702014251188,1673,307,25.0,Low
City_693,17419,Medium,286,No,Poor,Well Regulated,Low,Yes,29,1516,8.140057546935813,765,129,5.115418173209514,Low
City_694,16446,Low,445,No,Average,Unregulated,Low,Yes,103,1260,6.0,4863,336,16.685047335159858,Low
City_695,21157,Medium,734,Yes,Average,Partially Regulated,Low,No,152,839,6.0,2455,384,8.781875749599092,Medium
City_696,10800,Medium,800,Yes,Average,Unregulated,Low,No,33,875,6.857494086239128,2149,289,9.934267762640024,Low
City_697,12407,High,800,Yes,Good,Well Regulated,Low,No,79,1625,8.00546163487482,3784,423,8.695428682193928,Low
City_698,7663,Medium,663,Yes,Poor,Well Regulated,High,Yes,72,910,6.08666947896287,1122,99,5.9268595314717665,Low
City_699,11240,Medium,624,Yes,Average,Unregulated,Low,No,178,854,6.0,1592,330,13.331441733535295,Low
City_700,16739,High,532,No,Poor,Well Regulated,High,No,166,1478,7.626364354271215,2697,105,3.5447511696261387,Low
City_701,19280,High,572,No,Good,Unregulated,Low,No,96,1260,7.390367653253659,3969,113,20.07868011165097,Low
City_702,8041,High,289,No,Poor,Well Regulated,Moderate,No,175,912,6.429248360567719,3271,179,13.988987818472015,Low
